minute,txn_count,decline_rate,unique_devices,unique_card_bins,avg_amount,attack_txn_count,txn_count_zscore_60min,merchant_id
2026-01-01 02:29:00,0,0.0,0,0,0.0,0,-0.38894993415869256,merch_0000
2026-01-01 02:30:00,0,0.0,0,0,0.0,0,-0.3603806513070284,merch_0000
2026-01-01 02:31:00,1,0.0,1,1,779.69,0,2.728596359896072,merch_0000
2026-01-01 02:32:00,0,0.0,0,0,0.0,0,-0.3603806513070284,merch_0000
2026-01-01 02:33:00,0,0.0,0,0,0.0,0,-0.3603806513070284,merch_0000
2026-01-01 02:34:00,0,0.0,0,0,0.0,0,-0.3603806513070284,merch_0000
2026-01-01 02:35:00,0,0.0,0,0,0.0,0,-0.3603806513070284,merch_0000
2026-01-01 02:36:00,0,0.0,0,0,0.0,0,-0.3603806513070284,merch_0000
2026-01-01 02:37:00,0,0.0,0,0,0.0,0,-0.3603806513070284,merch_0000
2026-01-01 02:38:00,0,0.0,0,0,0.0,0,-0.3603806513070284,merch_0000
2026-01-01 02:39:00,0,0.0,0,0,0.0,0,-0.3603806513070284,merch_0000
2026-01-01 02:40:00,0,0.0,0,0,0.0,0,-0.3603806513070284,merch_0000
2026-01-01 02:41:00,0,0.0,0,0,0.0,0,-0.3603806513070284,merch_0000
2026-01-01 02:42:00,0,0.0,0,0,0.0,0,-0.3305438840143004,merch_0000
2026-01-01 02:43:00,0,0.0,0,0,0.0,0,-0.3305438840143004,merch_0000
2026-01-01 02:44:00,0,0.0,0,0,0.0,0,-0.3305438840143004,merch_0000
2026-01-01 02:45:00,0,0.0,0,0,0.0,0,-0.29898819273332417,merch_0000
2026-01-01 02:46:00,0,0.0,0,0,0.0,0,-0.29898819273332417,merch_0000
2026-01-01 02:47:00,0,0.0,0,0,0.0,0,-0.29898819273332417,merch_0000
2026-01-01 02:48:00,0,0.0,0,0,0.0,0,-0.29898819273332417,merch_0000
2026-01-01 02:49:00,0,0.0,0,0,0.0,0,-0.29898819273332417,merch_0000
2026-01-01 02:50:00,1,0.0,1,0,677.82,0,3.2888701200665658,merch_0000
2026-01-01 02:51:00,0,0.0,0,0,0.0,0,-0.3305438840143004,merch_0000
2026-01-01 02:52:00,0,0.0,0,0,0.0,0,-0.3305438840143004,merch_0000
2026-01-01 02:53:00,0,0.0,0,0,0.0,0,-0.29898819273332417,merch_0000
2026-01-01 02:54:00,0,0.0,0,0,0.0,0,-0.29898819273332417,merch_0000
2026-01-01 02:55:00,0,0.0,0,0,0.0,0,-0.26502470684465484,merch_0000
2026-01-01 02:56:00,0,0.0,0,0,0.0,0,-0.26502470684465484,merch_0000
2026-01-01 02:57:00,0,0.0,0,0,0.0,0,-0.26502470684465484,merch_0000
2026-01-01 02:58:00,0,0.0,0,0,0.0,0,-0.26502470684465484,merch_0000
2026-01-01 02:59:00,0,0.0,0,0,0.0,0,-0.26502470684465484,merch_0000
2026-01-01 03:00:00,0,0.0,0,0,0.0,0,-0.26502470684465484,merch_0000
2026-01-01 03:01:00,0,0.0,0,0,0.0,0,-0.26502470684465484,merch_0000
2026-01-01 03:02:00,0,0.0,0,0,0.0,0,-0.26502470684465484,merch_0000
2026-01-01 03:03:00,0,0.0,0,0,0.0,0,-0.22749590318269972,merch_0000
2026-01-01 03:04:00,0,0.0,0,0,0.0,0,-0.22749590318269972,merch_0000
2026-01-01 03:05:00,0,0.0,0,0,0.0,0,-0.22749590318269972,merch_0000
2026-01-01 03:06:00,0,0.0,0,0,0.0,0,-0.22749590318269972,merch_0000
2026-01-01 03:07:00,0,0.0,0,0,0.0,0,-0.22749590318269972,merch_0000
2026-01-01 03:08:00,1,0.0,1,1,2561.01,0,5.340099874222079,merch_0000
2026-01-01 03:09:00,0,0.0,0,0,0.0,0,-0.22749590318269972,merch_0000
2026-01-01 03:10:00,0,0.0,0,0,0.0,0,-0.22749590318269972,merch_0000
2026-01-01 03:11:00,0,0.0,0,0,0.0,0,-0.22749590318269972,merch_0000
2026-01-01 03:12:00,0,0.0,0,0,0.0,0,-0.22749590318269972,merch_0000
2026-01-01 03:13:00,0,0.0,0,0,0.0,0,-0.22749590318269972,merch_0000
2026-01-01 03:14:00,0,0.0,0,0,0.0,0,-0.22749590318269972,merch_0000
2026-01-01 03:15:00,0,0.0,0,0,0.0,0,-0.22749590318269972,merch_0000
2026-01-01 03:16:00,0,0.0,0,0,0.0,0,-0.22749590318269972,merch_0000
2026-01-01 03:17:00,0,0.0,0,0,0.0,0,-0.22749590318269972,merch_0000
2026-01-01 03:18:00,0,0.0,0,0,0.0,0,-0.22749590318269972,merch_0000
2026-01-01 03:19:00,1,0.0,1,0,1318.59,0,4.3224221604712945,merch_0000
2026-01-01 03:20:00,0,0.0,0,0,0.0,0,-0.26502470684465484,merch_0000
2026-01-01 03:21:00,0,0.0,0,0,0.0,0,-0.26502470684465484,merch_0000
2026-01-01 03:22:00,0,0.0,0,0,0.0,0,-0.26502470684465484,merch_0000
2026-01-01 03:23:00,0,0.0,0,0,0.0,0,-0.26502470684465484,merch_0000
2026-01-01 03:24:00,0,0.0,0,0,0.0,0,-0.26502470684465484,merch_0000
2026-01-01 03:25:00,0,0.0,0,0,0.0,0,-0.26502470684465484,merch_0000
2026-01-01 03:26:00,0,0.0,0,0,0.0,0,-0.26502470684465484,merch_0000
2026-01-01 03:27:00,0,0.0,0,0,0.0,0,-0.26502470684465484,merch_0000
2026-01-01 03:28:00,0,0.0,0,0,0.0,0,-0.26502470684465484,merch_0000
2026-01-01 03:29:00,0,0.0,0,0,0.0,0,-0.26502470684465484,merch_0000
2026-01-01 03:30:00,0,0.0,0,0,0.0,0,-0.26502470684465484,merch_0000
2026-01-01 03:31:00,0,0.0,0,0,0.0,0,-0.26502470684465484,merch_0000
2026-01-01 03:32:00,1,0.0,1,1,1494.8,0,4.3224221604712945,merch_0000
2026-01-01 03:33:00,0,0.0,0,0,0.0,0,-0.26502470684465484,merch_0000
2026-01-01 03:34:00,0,0.0,0,0,0.0,0,-0.26502470684465484,merch_0000
2026-01-01 03:35:00,0,0.0,0,0,0.0,0,-0.26502470684465484,merch_0000
2026-01-01 03:36:00,0,0.0,0,0,0.0,0,-0.26502470684465484,merch_0000
2026-01-01 03:37:00,0,0.0,0,0,0.0,0,-0.26502470684465484,merch_0000
2026-01-01 03:38:00,0,0.0,0,0,0.0,0,-0.26502470684465484,merch_0000
2026-01-01 03:39:00,1,0.0,1,1,549.19,0,3.710345895825168,merch_0000
2026-01-01 03:40:00,0,0.0,0,0,0.0,0,-0.29898819273332417,merch_0000
2026-01-01 03:41:00,1,0.0,1,0,2355.12,0,3.2888701200665658,merch_0000
2026-01-01 03:42:00,0,0.0,0,0,0.0,0,-0.3305438840143004,merch_0000
2026-01-01 03:43:00,0,0.0,0,0,0.0,0,-0.3305438840143004,merch_0000
2026-01-01 03:44:00,0,0.0,0,0,0.0,0,-0.3305438840143004,merch_0000
2026-01-01 03:45:00,0,0.0,0,0,0.0,0,-0.3305438840143004,merch_0000
2026-01-01 03:46:00,1,0.0,1,1,677.72,0,2.9748949561287037,merch_0000
2026-01-01 03:47:00,0,0.0,0,0,0.0,0,-0.3603806513070284,merch_0000
2026-01-01 03:48:00,0,0.0,0,0,0.0,0,-0.3603806513070284,merch_0000
2026-01-01 03:49:00,0,0.0,0,0,0.0,0,-0.3603806513070284,merch_0000
2026-01-01 03:50:00,0,0.0,0,0,0.0,0,-0.3603806513070284,merch_0000
2026-01-01 03:51:00,0,0.0,0,0,0.0,0,-0.3305438840143004,merch_0000
2026-01-01 03:52:00,0,0.0,0,0,0.0,0,-0.3305438840143004,merch_0000
2026-01-01 03:53:00,0,0.0,0,0,0.0,0,-0.3305438840143004,merch_0000
2026-01-01 03:54:00,0,0.0,0,0,0.0,0,-0.3305438840143004,merch_0000
2026-01-01 03:55:00,1,0.0,1,1,116.95,0,2.9748949561287037,merch_0000
2026-01-01 03:56:00,0,0.0,0,0,0.0,0,-0.3603806513070284,merch_0000
2026-01-01 03:57:00,1,0.0,1,0,52.29,0,2.728596359896072,merch_0000
2026-01-01 03:58:00,0,0.0,0,0,0.0,0,-0.38894993415869256,merch_0000
2026-01-01 03:59:00,0,0.0,0,0,0.0,0,-0.38894993415869256,merch_0000
2026-01-01 04:00:00,0,0.0,0,0,0.0,0,-0.38894993415869256,merch_0000
2026-01-01 04:01:00,0,0.0,0,0,0.0,0,-0.38894993415869256,merch_0000
2026-01-01 04:02:00,0,0.0,0,0,0.0,0,-0.38894993415869256,merch_0000
2026-01-01 04:03:00,0,0.0,0,0,0.0,0,-0.38894993415869256,merch_0000
2026-01-01 04:04:00,0,0.0,0,0,0.0,0,-0.38894993415869256,merch_0000
2026-01-01 04:05:00,1,0.0,1,1,161.46,0,2.5281745720315016,merch_0000
2026-01-01 04:06:00,1,0.0,1,0,1117.61,0,2.360555490180695,merch_0000
2026-01-01 04:07:00,0,0.0,0,0,0.0,0,-0.44347115652166896,merch_0000
2026-01-01 04:08:00,1,0.0,1,1,3127.48,0,2.217355782608345,merch_0000
2026-01-01 04:09:00,0,0.0,0,0,0.0,0,-0.44347115652166896,merch_0000
2026-01-01 04:10:00,0,0.0,0,0,0.0,0,-0.44347115652166896,merch_0000
2026-01-01 04:11:00,0,0.0,0,0,0.0,0,-0.44347115652166896,merch_0000
2026-01-01 04:12:00,0,0.0,0,0,0.0,0,-0.44347115652166896,merch_0000
2026-01-01 04:13:00,0,0.0,0,0,0.0,0,-0.44347115652166896,merch_0000
2026-01-01 04:14:00,0,0.0,0,0,0.0,0,-0.44347115652166896,merch_0000
2026-01-01 04:15:00,0,0.0,0,0,0.0,0,-0.44347115652166896,merch_0000
2026-01-01 04:16:00,0,0.0,0,0,0.0,0,-0.44347115652166896,merch_0000
2026-01-01 04:17:00,0,0.0,0,0,0.0,0,-0.44347115652166896,merch_0000
2026-01-01 04:18:00,0,0.0,0,0,0.0,0,-0.44347115652166896,merch_0000
2026-01-01 04:19:00,0,0.0,0,0,0.0,0,-0.44347115652166896,merch_0000
2026-01-01 04:20:00,0,0.0,0,0,0.0,0,-0.41656861591424027,merch_0000
2026-01-01 04:21:00,0,0.0,0,0,0.0,0,-0.41656861591424027,merch_0000
2026-01-01 04:22:00,0,0.0,0,0,0.0,0,-0.41656861591424027,merch_0000
2026-01-01 04:23:00,0,0.0,0,0,0.0,0,-0.41656861591424027,merch_0000
2026-01-01 04:24:00,0,0.0,0,0,0.0,0,-0.41656861591424027,merch_0000
2026-01-01 04:25:00,0,0.0,0,0,0.0,0,-0.41656861591424027,merch_0000
2026-01-01 04:26:00,0,0.0,0,0,0.0,0,-0.41656861591424027,merch_0000
2026-01-01 04:27:00,0,0.0,0,0,0.0,0,-0.41656861591424027,merch_0000
2026-01-01 04:28:00,0,0.0,0,0,0.0,0,-0.41656861591424027,merch_0000
2026-01-01 04:29:00,0,0.0,0,0,0.0,0,-0.41656861591424027,merch_0000
2026-01-01 04:30:00,0,0.0,0,0,0.0,0,-0.41656861591424027,merch_0000
2026-01-01 04:31:00,0,0.0,0,0,0.0,0,-0.41656861591424027,merch_0000
2026-01-01 04:32:00,0,0.0,0,0,0.0,0,-0.41656861591424027,merch_0000
2026-01-01 04:33:00,0,0.0,0,0,0.0,0,-0.3889499341586925,merch_0000
2026-01-01 04:34:00,1,0.0,1,1,539.62,0,2.5281745720315016,merch_0000
2026-01-01 04:35:00,0,0.0,0,0,0.0,0,-0.41656861591424027,merch_0000
2026-01-01 04:36:00,0,0.0,0,0,0.0,0,-0.41656861591424027,merch_0000
2026-01-01 04:37:00,0,0.0,0,0,0.0,0,-0.41656861591424027,merch_0000
2026-01-01 04:38:00,0,0.0,0,0,0.0,0,-0.41656861591424027,merch_0000
2026-01-01 04:39:00,0,0.0,0,0,0.0,0,-0.41656861591424027,merch_0000
2026-01-01 04:40:00,0,0.0,0,0,0.0,0,-0.3889499341586925,merch_0000
2026-01-01 04:41:00,0,0.0,0,0,0.0,0,-0.3889499341586925,merch_0000
2026-01-01 04:42:00,0,0.0,0,0,0.0,0,-0.36038065130702834,merch_0000
2026-01-01 04:43:00,0,0.0,0,0,0.0,0,-0.36038065130702834,merch_0000
2026-01-01 04:44:00,0,0.0,0,0,0.0,0,-0.36038065130702834,merch_0000
2026-01-01 04:45:00,0,0.0,0,0,0.0,0,-0.36038065130702834,merch_0000
2026-01-01 04:46:00,0,0.0,0,0,0.0,0,-0.36038065130702834,merch_0000
2026-01-01 04:47:00,0,0.0,0,0,0.0,0,-0.3305438840143004,merch_0000
2026-01-01 04:48:00,0,0.0,0,0,0.0,0,-0.3305438840143004,merch_0000
2026-01-01 04:49:00,2,0.0,2,2,1571.38,0,6.280333796271707,merch_0000
2026-01-01 04:50:00,0,0.0,0,0,0.0,0,-0.34265570960277764,merch_0000
2026-01-01 04:51:00,0,0.0,0,0,0.0,0,-0.34265570960277764,merch_0000
2026-01-01 04:52:00,0,0.0,0,0,0.0,0,-0.34265570960277764,merch_0000
2026-01-01 04:53:00,0,0.0,0,0,0.0,0,-0.34265570960277764,merch_0000
2026-01-01 04:54:00,0,0.0,0,0,0.0,0,-0.34265570960277764,merch_0000
2026-01-01 04:55:00,0,0.0,0,0,0.0,0,-0.34265570960277764,merch_0000
2026-01-01 04:56:00,0,0.0,0,0,0.0,0,-0.3132619698889142,merch_0000
2026-01-01 04:57:00,0,0.0,0,0,0.0,0,-0.3132619698889142,merch_0000
2026-01-01 04:58:00,1,0.0,1,1,1790.92,0,2.5412808007200045,merch_0000
2026-01-01 04:59:00,0,0.0,0,0,0.0,0,-0.3132619698889142,merch_0000
2026-01-01 05:00:00,0,0.0,0,0,0.0,0,-0.3132619698889142,merch_0000
2026-01-01 05:01:00,0,0.0,0,0,0.0,0,-0.3132619698889142,merch_0000
2026-01-01 05:02:00,0,0.0,0,0,0.0,0,-0.3132619698889142,merch_0000
2026-01-01 05:03:00,0,0.0,0,0,0.0,0,-0.3132619698889142,merch_0000
2026-01-01 05:04:00,0,0.0,0,0,0.0,0,-0.3132619698889142,merch_0000
2026-01-01 05:05:00,0,0.0,0,0,0.0,0,-0.3132619698889142,merch_0000
2026-01-01 05:06:00,0,0.0,0,0,0.0,0,-0.28236453341333384,merch_0000
2026-01-01 05:07:00,0,0.0,0,0,0.0,0,-0.24947201630610039,merch_0000
2026-01-01 05:08:00,0,0.0,0,0,0.0,0,-0.24947201630610039,merch_0000
2026-01-01 05:09:00,0,0.0,0,0,0.0,0,-0.21386078207218623,merch_0000
2026-01-01 05:10:00,0,0.0,0,0,0.0,0,-0.21386078207218623,merch_0000
2026-01-01 05:11:00,0,0.0,0,0,0.0,0,-0.21386078207218623,merch_0000
2026-01-01 05:12:00,1,0.0,1,0,660.85,0,2.994050949010607,merch_0000
2026-01-01 05:13:00,0,0.0,0,0,0.0,0,-0.24947201630610039,merch_0000
2026-01-01 05:14:00,0,0.0,0,0,0.0,0,-0.24947201630610039,merch_0000
2026-01-01 05:15:00,0,0.0,0,0,0.0,0,-0.24947201630610039,merch_0000
