payment_id,merchant_id,created_at,merchant_txn_count_5min,merchant_decline_rate_5min,merchant_unique_devices_5min,merchant_unique_ips_5min,merchant_unique_card_bins_5min,amount_zscore_vs_merchant_history,seconds_since_last_txn_device,seconds_since_last_txn_ip,hour_of_day,is_card,is_new_customer,is_low_ticket,is_attack,attack_window_id
pay_4b407123b2be,merch_0007,2026-01-01 00:21:14,3.0,0.6666666666666666,14,14,8,-1.0002325361701805,86400.0,86400.0,0,1,0,1,0,
pay_42ca432a343e,merch_0004,2026-01-01 00:21:32,3.0,0.0,6,6,5,-1.2527826841128036,86400.0,86400.0,0,1,1,0,0,
pay_ff91b8221894,merch_0004,2026-01-01 00:21:50,4.0,0.0,7,7,5,-1.5029042637566215,86400.0,86400.0,0,0,0,0,0,
pay_f236dba60c72,merch_0004,2026-01-01 00:22:05,5.0,0.0,8,8,6,0.7328745468901046,86400.0,86400.0,0,1,0,0,0,
pay_3b0fc266a590,merch_0007,2026-01-01 00:22:27,3.0,0.3333333333333333,15,15,9,3.2186879771793935,86400.0,86400.0,0,0,0,0,0,
pay_12c14567c77d,merch_0004,2026-01-01 00:23:48,5.0,0.0,9,9,7,-1.0291337856567784,86400.0,86400.0,0,1,0,0,0,
pay_62c5f17d6a36,merch_0007,2026-01-01 00:23:52,3.0,0.0,16,16,10,2.908420593184264,86400.0,86400.0,0,1,1,0,0,
pay_a6ae70d024fa,merch_0003,2026-01-01 00:24:08,2.0,0.0,12,12,5,-1.6251654590184876,86400.0,86400.0,0,0,0,0,0,
pay_68d18a1fc1e0,merch_0004,2026-01-01 00:24:15,6.0,0.0,10,10,7,-0.6967854726459707,86400.0,86400.0,0,1,0,0,0,
pay_89a29428ef6c,merch_0003,2026-01-01 00:24:25,3.0,0.0,13,13,6,0.21656133891819315,86400.0,86400.0,0,0,1,0,0,
pay_483940e28c17,merch_0002,2026-01-01 00:24:32,1.0,0.0,8,8,5,-1.4920201372392219,86400.0,86400.0,0,1,0,0,0,
pay_cf5f2cbe1d6f,merch_0006,2026-01-01 00:25:54,1.0,0.0,7,7,4,-0.15579028042765616,86400.0,86400.0,0,0,0,0,0,
pay_fb98db3bb411,merch_0006,2026-01-01 00:26:32,2.0,0.0,8,8,5,2.249258625097106,86400.0,86400.0,0,0,0,0,0,
pay_0d487360af07,merch_0003,2026-01-01 00:26:56,3.0,0.0,14,14,6,4.297845782374884,86400.0,86400.0,0,1,1,0,0,
pay_67b69520ec87,merch_0005,2026-01-01 00:27:17,1.0,0.0,8,8,6,1.8443836840375323,86400.0,86400.0,0,0,0,0,0,
pay_fc8557c4d7cc,merch_0005,2026-01-01 00:27:41,2.0,0.0,9,9,6,2.2956490847203046,86400.0,86400.0,0,0,0,0,0,
pay_921f64bfbae6,merch_0006,2026-01-01 00:27:57,3.0,0.0,9,9,6,-1.5017822331187547,86400.0,86400.0,0,0,0,1,0,
pay_af1e199f9532,merch_0005,2026-01-01 00:29:16,3.0,0.0,10,10,6,0.8626756949587582,86400.0,86400.0,0,0,0,0,0,
pay_060cc782e6b4,merch_0007,2026-01-01 00:30:07,1.0,0.0,17,17,11,2.0072888801390536,86400.0,86400.0,0,1,0,0,0,
pay_a97fa800bb89,merch_0004,2026-01-01 00:30:43,1.0,0.0,11,11,7,0.14709049110374395,86400.0,86400.0,0,1,0,0,0,
pay_6d973542f7df,merch_0002,2026-01-01 00:31:12,1.0,0.0,9,9,5,0.330144240963245,86400.0,86400.0,0,1,1,0,0,
pay_314c9249a189,merch_0005,2026-01-01 00:31:53,4.0,0.0,11,11,7,1.4739315155264487,86400.0,86400.0,0,1,0,0,0,
pay_af266ed66009,merch_0004,2026-01-01 00:33:10,2.0,0.0,12,12,8,-0.2792264969515501,86400.0,86400.0,0,1,1,0,0,
pay_953ff28f4dac,merch_0004,2026-01-01 00:33:54,3.0,0.3333333333333333,13,13,8,-0.5494155513552472,86400.0,86400.0,0,0,1,0,0,
pay_68d342170aec,merch_0005,2026-01-01 00:33:59,3.0,0.0,12,12,7,2.066105884408771,86400.0,86400.0,0,0,1,0,0,
pay_89d5fac9f36b,merch_0004,2026-01-01 00:36:25,3.0,0.3333333333333333,14,14,9,-0.5734177620724558,86400.0,86400.0,0,0,0,0,0,
pay_16534976e51c,merch_0007,2026-01-01 00:36:29,1.0,0.0,18,18,12,-0.10201004060234328,86400.0,86400.0,0,0,0,0,0,
pay_9d1d274cd383,merch_0007,2026-01-01 00:36:40,2.0,0.0,19,19,13,-0.26759080163215515,86400.0,86400.0,0,1,0,0,0,
pay_c240384292a3,merch_0007,2026-01-01 00:36:50,3.0,0.0,20,20,13,-0.041686272350170715,86400.0,86400.0,0,0,0,0,0,
pay_a616bc2d910f,merch_0007,2026-01-01 00:36:53,4.0,0.0,21,21,13,-0.9916560629086321,86400.0,86400.0,0,0,0,1,0,
pay_47561e5e4319,merch_0006,2026-01-01 00:38:53,1.0,1.0,10,10,7,2.240847758141131,86400.0,86400.0,0,0,0,0,0,
pay_1ae010649021,merch_0006,2026-01-01 00:39:35,2.0,0.5,11,11,8,-0.3585617268176764,86400.0,86400.0,0,1,0,0,0,
pay_e80d726cf758,merch_0005,2026-01-01 00:39:36,1.0,0.0,13,13,7,1.1822003666069174,86400.0,86400.0,0,1,0,0,0,
pay_be71e1c01af7,merch_0003,2026-01-01 00:40:20,1.0,0.0,15,15,7,-0.35777073107701707,86400.0,86400.0,0,1,0,0,0,
pay_fb3b25412c47,merch_0003,2026-01-01 00:40:34,2.0,0.0,16,16,8,-0.18954723571935903,86400.0,86400.0,0,0,0,0,0,
pay_fcaf9bc35b1b,merch_0007,2026-01-01 00:41:09,5.0,0.0,22,22,14,0.9000189170738625,86400.0,86400.0,0,1,0,0,0,
pay_72524f683948,merch_0005,2026-01-01 00:42:12,2.0,0.0,14,14,7,-1.1531162612060466,86400.0,86400.0,0,1,0,0,0,
pay_b2702c6d6557,merch_0004,2026-01-01 00:42:15,1.0,0.0,15,15,10,-0.85395701056357,86400.0,86400.0,0,0,0,0,0,
pay_4f2780f30a7d,merch_0003,2026-01-01 00:44:51,3.0,0.3333333333333333,16,17,8,1.1772991570771527,2048.0,86400.0,0,0,0,0,0,
pay_b714ac4dae5e,merch_0006,2026-01-01 00:44:59,1.0,0.0,12,12,9,-0.19836330518243836,86400.0,86400.0,0,0,0,0,0,
pay_7941598dc0b8,merch_0004,2026-01-01 00:45:04,2.0,0.0,16,16,11,2.1157405745548843,86400.0,86400.0,0,0,0,0,0,
pay_a694554d9f8c,merch_0002,2026-01-01 00:45:11,1.0,0.0,10,10,6,-0.33958327709602554,86400.0,86400.0,0,0,0,0,0,
pay_1c74998daee3,merch_0007,2026-01-01 00:45:42,2.0,0.0,23,23,14,-1.0070408539753897,86400.0,86400.0,0,0,1,1,0,
pay_3cd560508bce,merch_0006,2026-01-01 00:46:01,2.0,0.0,13,13,9,-0.9749566912782164,86400.0,86400.0,0,0,1,0,0,
pay_8d909ac3d820,merch_0004,2026-01-01 00:46:05,3.0,0.0,17,17,12,0.1899095112645156,86400.0,86400.0,0,0,1,0,0,
pay_7317f368d7c0,merch_0001,2026-01-01 00:46:08,1.0,0.0,5,5,5,-0.08749320780039517,86400.0,86400.0,0,0,1,0,0,
pay_1be975eca0e0,merch_0003,2026-01-01 00:47:12,2.0,0.5,17,18,9,-0.9189606782028976,86400.0,86400.0,0,0,0,0,0,
pay_7ab6b770efc4,merch_0005,2026-01-01 00:47:19,1.0,0.0,15,15,8,-1.5353709737254522,86400.0,86400.0,0,1,1,1,0,
pay_3f615e6e30de,merch_0004,2026-01-01 00:47:26,3.0,0.0,18,18,13,0.2583509780149231,86400.0,86400.0,0,1,0,0,0,
pay_afe38e729033,merch_0003,2026-01-01 00:48:05,3.0,0.3333333333333333,18,19,9,0.7027153106630619,86400.0,86400.0,0,0,0,0,0,
pay_633d4f64b0a6,merch_0005,2026-01-01 00:48:08,2.0,0.0,16,16,9,-0.47199178817612025,86400.0,86400.0,0,1,0,0,0,
pay_ba85ba98e522,merch_0004,2026-01-01 00:50:36,3.0,0.0,19,19,14,1.058164512052669,86400.0,86400.0,0,1,0,0,0,
pay_cc390433d704,merch_0005,2026-01-01 00:51:17,3.0,0.0,17,17,10,-0.04358187956975392,86400.0,86400.0,0,0,0,0,0,
pay_70c83fecaed2,merch_0005,2026-01-01 00:51:56,4.0,0.0,18,18,10,2.827482419196709,86400.0,86400.0,0,1,0,0,0,
pay_c15e31bf7e73,merch_0006,2026-01-01 00:52:01,1.0,0.0,14,14,9,-0.28576931502387826,86400.0,86400.0,0,0,0,0,0,
pay_6d2e9680af73,merch_0007,2026-01-01 00:52:53,1.0,0.0,24,24,15,0.27147590218813056,86400.0,86400.0,0,0,1,0,0,
pay_fc53b3c803ee,merch_0003,2026-01-01 00:53:47,1.0,0.0,19,20,9,-0.393981625190269,86400.0,86400.0,0,0,1,0,0,
pay_28d82a28bde4,merch_0003,2026-01-01 00:54:10,2.0,0.0,20,21,9,-2.304332682783456,86400.0,86400.0,0,1,1,1,0,
pay_1afef8eb9f18,merch_0007,2026-01-01 00:54:22,2.0,0.0,25,25,16,-0.8752761350164407,86400.0,86400.0,0,0,1,0,0,
pay_adbd307d3a85,merch_0006,2026-01-01 00:54:29,2.0,0.0,15,15,9,2.1662316502654675,86400.0,86400.0,0,1,0,0,0,
pay_d0a31b9bc0cf,merch_0006,2026-01-01 00:54:36,3.0,0.0,16,16,10,0.7325352288947482,86400.0,86400.0,0,1,0,0,0,
pay_6b9fc20dd127,merch_0007,2026-01-01 00:57:20,3.0,0.0,26,26,17,0.7099718777701769,86400.0,86400.0,0,1,1,0,0,
pay_7d62c09ccb25,merch_0007,2026-01-01 00:57:36,4.0,0.0,27,27,18,-0.7212377828315918,86400.0,86400.0,0,1,1,0,0,
pay_982492a8f1af,merch_0005,2026-01-01 00:58:08,1.0,0.0,19,19,10,1.3024645507055512,86400.0,86400.0,0,1,0,0,0,
pay_dff3cf7e1180,merch_0003,2026-01-01 00:58:45,3.0,0.0,21,22,9,-0.7889898303568219,86400.0,86400.0,0,1,1,0,0,
pay_768489a0b21c,merch_0004,2026-01-01 00:58:45,1.0,0.0,20,20,15,-0.3203519066708243,86400.0,86400.0,0,0,0,0,0,
pay_aa93806ff037,merch_0003,2026-01-01 00:59:08,3.0,0.0,22,23,9,-1.3391824377170398,86400.0,86400.0,0,1,0,0,0,
pay_9cb20c22ee3c,merch_0005,2026-01-01 00:59:15,2.0,0.0,20,20,11,0.16699769423542804,86400.0,86400.0,0,0,0,0,0,
pay_3bec7621019a,merch_0002,2026-01-01 00:59:55,1.0,0.0,11,11,7,-1.585386993480161,86400.0,86400.0,0,0,0,1,0,
pay_cc4dc3d4a6ab,merch_0005,2026-01-01 01:00:40,3.0,0.0,21,21,11,0.9587044479095925,86400.0,86400.0,1,1,0,0,0,
pay_f2720dfcfe83,merch_0002,2026-01-01 01:00:58,2.0,0.0,12,12,8,-0.4495787224564894,86400.0,86400.0,1,1,1,0,0,
pay_2fbc795c3b03,merch_0005,2026-01-01 01:01:20,4.0,0.0,22,22,12,-0.7225881849329467,86400.0,86400.0,1,1,0,0,0,
pay_6ce862557b23,merch_0004,2026-01-01 01:02:43,2.0,0.0,21,21,15,1.0436093945062423,86400.0,86400.0,1,0,0,0,0,
pay_60f03202b515,merch_0005,2026-01-01 01:03:56,4.0,0.0,23,23,12,-1.4812380835556895,86400.0,86400.0,1,0,0,1,0,
pay_a7997798329d,merch_0006,2026-01-01 01:04:17,1.0,0.0,17,17,10,-0.12032006473618438,86400.0,86400.0,1,0,0,0,0,
pay_ec95ca35a445,merch_0005,2026-01-01 01:05:03,4.0,0.0,24,24,13,0.36333123082586904,86400.0,86400.0,1,0,0,0,0,
pay_e0a0597257a8,merch_0006,2026-01-01 01:05:39,2.0,0.0,18,18,11,-0.1031288334677735,86400.0,86400.0,1,1,0,0,0,
pay_4698cdf3a5c3,merch_0002,2026-01-01 01:05:45,2.0,0.0,13,13,8,-1.0714551290021082,86400.0,86400.0,1,0,0,0,0,
pay_006cfba12837,merch_0005,2026-01-01 01:06:09,4.0,0.0,25,25,14,-0.3721856604892732,86400.0,86400.0,1,1,0,0,0,
pay_a04a455b5884,merch_0002,2026-01-01 01:06:09,2.0,0.0,14,14,9,-0.3771432528334091,86400.0,86400.0,1,0,0,0,0,
pay_5a8b23385b4b,merch_0007,2026-01-01 01:06:33,1.0,0.0,28,28,19,-0.2566856869741467,86400.0,86400.0,1,1,1,0,0,
pay_b0a30fe6044d,merch_0000,2026-01-01 01:06:47,1.0,0.0,2,2,2,-113.66999999999996,86400.0,86400.0,1,1,1,0,0,
pay_efe58f586774,merch_0002,2026-01-01 01:07:26,3.0,0.0,15,15,9,-0.6478255754791062,86400.0,86400.0,1,0,0,0,0,
pay_58023ac25de2,merch_0007,2026-01-01 01:07:46,2.0,0.0,29,29,20,0.3886851618395119,86400.0,86400.0,1,1,0,0,0,
pay_a3ceb3fe6036,merch_0003,2026-01-01 01:08:04,1.0,0.0,23,24,9,3.539174875536751,86400.0,86400.0,1,0,0,0,0,
pay_42a3be2e4884,merch_0006,2026-01-01 01:09:48,2.0,0.0,19,19,12,-1.1046875831145087,86400.0,86400.0,1,0,0,0,0,
pay_ecfb28409fb7,merch_0005,2026-01-01 01:10:13,2.0,0.5,26,26,14,-0.7898865252074394,86400.0,86400.0,1,0,0,0,0,
pay_24f479470e65,merch_0006,2026-01-01 01:10:22,3.0,0.0,20,20,12,0.2758896103961209,86400.0,86400.0,1,1,0,0,0,
pay_705a5cf97594,merch_0003,2026-01-01 01:10:43,2.0,0.0,24,25,9,-0.38553788096079106,86400.0,86400.0,1,0,1,0,0,
pay_fb94c2f6eb89,merch_0006,2026-01-01 01:11:49,3.0,0.3333333333333333,21,21,12,-0.28389560270173303,86400.0,86400.0,1,1,0,0,0,
pay_bfb5495aacc0,merch_0003,2026-01-01 01:12:16,3.0,0.0,25,26,9,-0.3375450800800526,86400.0,86400.0,1,1,0,0,0,
pay_f4c63211a7d2,merch_0002,2026-01-01 01:14:44,1.0,0.0,16,16,9,-0.7007824233861243,86400.0,86400.0,1,1,0,0,0,
pay_f2382901616c,merch_0002,2026-01-01 01:15:01,2.0,0.0,17,17,10,-0.6556817326185641,86400.0,86400.0,1,0,0,0,0,
pay_1e7052bdf55d,merch_0006,2026-01-01 01:15:08,3.0,0.3333333333333333,22,22,12,-0.6521677036788727,86400.0,86400.0,1,1,0,0,0,
pay_c47a0cc20583,merch_0002,2026-01-01 01:15:36,3.0,0.0,18,18,11,-0.13146845522968717,86400.0,86400.0,1,1,0,0,0,
pay_abd4865d324d,merch_0003,2026-01-01 01:15:45,2.0,0.0,26,27,9,-0.4503433619119698,86400.0,86400.0,1,0,1,0,0,
pay_075d1f4454ba,merch_0002,2026-01-01 01:16:09,4.0,0.0,19,19,12,-0.7395759449023779,86400.0,86400.0,1,1,1,0,0,
pay_22ba9587b864,merch_0004,2026-01-01 01:16:16,1.0,0.0,22,22,16,3.8368988988665604,86400.0,86400.0,1,0,0,0,0,
pay_4732defea0c4,merch_0006,2026-01-01 01:16:32,3.0,0.3333333333333333,23,23,12,0.7349430629490047,86400.0,86400.0,1,1,0,0,0,
pay_5a246ec0f9c6,merch_0007,2026-01-01 01:16:58,1.0,0.0,30,30,21,0.8925224275738101,86400.0,86400.0,1,0,0,0,0,
pay_145a95db4c50,merch_0004,2026-01-01 01:16:59,2.0,0.0,23,23,17,-0.7287824182932159,86400.0,86400.0,1,1,0,0,0,
pay_0563838527d2,merch_0003,2026-01-01 01:17:18,2.0,0.0,27,28,9,0.8050364463973275,86400.0,86400.0,1,0,0,0,0,
pay_ce10821d9324,merch_0005,2026-01-01 01:17:25,1.0,0.0,27,27,15,-1.3922375414728791,86400.0,86400.0,1,1,0,0,0,
pay_0e9fa18fe346,merch_0005,2026-01-01 01:17:46,2.0,0.0,28,28,16,-0.6468591933522212,86400.0,86400.0,1,0,0,0,0,
pay_4cfb8d9d8022,merch_0007,2026-01-01 01:18:08,2.0,0.0,31,31,21,0.7749741773650709,86400.0,86400.0,1,0,1,0,0,
pay_e6db3d014e9c,merch_0002,2026-01-01 01:19:10,5.0,0.0,20,20,12,0.09421531398263126,86400.0,86400.0,1,1,0,0,0,
pay_ea5b5c5b77a2,merch_0007,2026-01-01 01:19:38,3.0,0.0,32,32,21,1.2019139871520166,86400.0,86400.0,1,1,0,0,0,
pay_005ff117fb3d,merch_0004,2026-01-01 01:19:42,3.0,0.0,24,24,18,-0.8598552697860071,86400.0,86400.0,1,1,1,0,0,
pay_3d80a0a2878e,merch_0004,2026-01-01 01:19:50,4.0,0.0,25,25,19,-0.8277459269750672,86400.0,86400.0,1,1,1,0,0,
pay_6a3322581cef,merch_0007,2026-01-01 01:20:26,4.0,0.0,33,33,21,0.9270959209694133,86400.0,86400.0,1,1,0,0,0,
pay_21d7d1a7a0d2,merch_0003,2026-01-01 01:22:03,2.0,0.0,28,29,10,-0.8324172102874938,86400.0,86400.0,1,1,0,0,0,
pay_1282a5b8bdb8,merch_0006,2026-01-01 01:22:15,1.0,0.0,24,24,12,0.1675995387000048,86400.0,86400.0,1,1,0,0,0,
pay_9a469861941d,merch_0003,2026-01-01 01:22:51,2.0,0.0,29,30,11,-0.692610231174663,86400.0,86400.0,1,0,1,0,0,
pay_bd5fd53218c0,merch_0003,2026-01-01 01:23:58,3.0,0.0,30,31,12,-1.1754431250839235,86400.0,86400.0,1,0,0,0,0,
pay_442fbab7ef0a,merch_0003,2026-01-01 01:25:19,4.0,0.0,31,32,13,-1.6953760869673824,86400.0,86400.0,1,0,1,1,0,
pay_f4c61693706a,merch_0004,2026-01-01 01:26:08,1.0,0.0,26,26,20,1.208938496992205,86400.0,86400.0,1,0,0,0,0,
pay_022d5f7e0516,merch_0007,2026-01-01 01:26:10,1.0,0.0,34,34,22,1.3303915875939887,86400.0,86400.0,1,0,0,0,0,
pay_c0b433aa1d49,merch_0003,2026-01-01 01:26:15,5.0,0.0,32,33,13,-0.1864234533602187,86400.0,86400.0,1,0,0,0,0,
pay_130b8faeea9b,merch_0005,2026-01-01 01:26:15,1.0,0.0,29,29,17,2.274922354919406,86400.0,86400.0,1,1,1,0,0,
pay_fe1cab730c90,merch_0005,2026-01-01 01:26:24,2.0,0.0,30,30,18,-1.3288820857596249,86400.0,86400.0,1,1,0,1,0,
pay_17fd6ba5f3d5,merch_0004,2026-01-01 01:27:40,2.0,0.0,27,27,20,-0.7863921109930271,86400.0,86400.0,1,0,1,0,0,
pay_2bd52e74007e,merch_0002,2026-01-01 01:27:44,1.0,0.0,21,21,12,0.4797877139208912,86400.0,86400.0,1,1,1,0,0,
pay_18aae9301905,merch_0004,2026-01-01 01:28:06,3.0,0.0,28,28,21,-0.4085167724510049,86400.0,86400.0,1,0,0,0,0,
pay_2df9bc916ed2,merch_0002,2026-01-01 01:28:30,2.0,0.0,22,22,13,-0.6650282569639274,86400.0,86400.0,1,1,0,0,0,
pay_ceadd14636db,merch_0002,2026-01-01 01:28:56,3.0,0.0,23,23,13,-0.7979281183454219,86400.0,86400.0,1,1,0,0,0,
pay_ae50e7a97741,merch_0000,2026-01-01 01:29:16,1.0,0.0,3,3,3,-7.586950325842787,86400.0,86400.0,1,0,0,0,0,
